# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
ABCB11	ENSG00000073734	ENST00000647920	nonsense_mediated_decay	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ABCB11	ENSG00000073734	ENST00000649448	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
ABCB11	ENSG00000073734	ENST00000650372	protein_coding	0	3	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0
ABCB5	ENSG00000004846	ENST00000258738	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1
ABCB5	ENSG00000004846	ENST00000404938	protein_coding	1	1	1	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	1	0
ABCB5	ENSG00000004846	ENST00000406935	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ABCB5	ENSG00000004846	ENST00000441315	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ABCB5	ENSG00000004846	ENST00000443026	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ABCB5	ENSG00000004846	ENST00000477094	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ABCB6	ENSG00000115657	ENST00000265316	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ABCB6	ENSG00000115657	ENST00000295750	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ABCB6	ENSG00000115657	ENST00000417678	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ABCB6	ENSG00000115657	ENST00000448398	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ABCB6	ENSG00000115657	ENST00000452545	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ABCB6	ENSG00000115657	ENST00000492953	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ABCB6	ENSG00000115657	ENST00000494639	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ABCB6	ENSG00000115657	ENST00000496984	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ABCB6	ENSG00000115657	ENST00000497882	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ABCC1	ENSG00000103222	ENST00000399408	protein_coding	0	3	0	2	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	2	0
ABCC1	ENSG00000103222	ENST00000399410	protein_coding	0	4	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	3	0
ABCC1	ENSG00000103222	ENST00000572053	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ABCC1	ENSG00000103222	ENST00000572882	protein_coding	0	4	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	3	0
ABCC1	ENSG00000103222	ENST00000574224	retained_intron	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0
ABCC1	ENSG00000103222	ENST00000574761	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ABCC1	ENSG00000103222	ENST00000575422	retained_intron	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC1	ENSG00000103222	ENST00000576557	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC11	ENSG00000121270	ENST00000353782	protein_coding	0	1	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0
ABCC11	ENSG00000121270	ENST00000356608	protein_coding	0	1	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0
ABCC11	ENSG00000121270	ENST00000394747	protein_coding	0	1	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0
ABCC11	ENSG00000121270	ENST00000394748	protein_coding	0	1	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0
ABCC11	ENSG00000121270	ENST00000565487	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ABCC11	ENSG00000121270	ENST00000567385	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ABCC11	ENSG00000121270	ENST00000569172	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ABCC11	ENSG00000121270	ENST00000569991	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC12	ENSG00000140798	ENST00000311303	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ABCC12	ENSG00000140798	ENST00000497206	nonsense_mediated_decay	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ABCC12	ENSG00000140798	ENST00000526251	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ABCC12	ENSG00000140798	ENST00000529084	nonsense_mediated_decay	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ABCC12	ENSG00000140798	ENST00000529504	nonsense_mediated_decay	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ABCC12	ENSG00000140798	ENST00000532355	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ABCC12	ENSG00000140798	ENST00000532494	nonsense_mediated_decay	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ABCC12	ENSG00000140798	ENST00000534418	nonsense_mediated_decay	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ABCC12	ENSG00000140798	ENST00000649885	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ABCC2	ENSG00000023839	ENST00000370434	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ABCC2	ENSG00000023839	ENST00000647814	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
ABCC2	ENSG00000023839	ENST00000647836	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ABCC2	ENSG00000023839	ENST00000648324	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ABCC2	ENSG00000023839	ENST00000648523	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ABCC2	ENSG00000023839	ENST00000648689	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ABCC2	ENSG00000023839	ENST00000649459	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ABCC2	ENSG00000023839	ENST00000649493	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ABCC2	ENSG00000023839	ENST00000649932	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ABCC3	ENSG00000108846	ENST00000285238	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ABCC3	ENSG00000108846	ENST00000502426	nonsense_mediated_decay	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ABCC3	ENSG00000108846	ENST00000503304	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC3	ENSG00000108846	ENST00000503337	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ABCC3	ENSG00000108846	ENST00000504586	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ABCC3	ENSG00000108846	ENST00000505699	nonsense_mediated_decay	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ABCC3	ENSG00000108846	ENST00000506464	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC3	ENSG00000108846	ENST00000508929	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ABCC3	ENSG00000108846	ENST00000510633	nonsense_mediated_decay	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ABCC3	ENSG00000108846	ENST00000510891	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ABCC3	ENSG00000108846	ENST00000513745	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ABCC4	ENSG00000125257	ENST00000467685	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ABCC4	ENSG00000125257	ENST00000471041	processed_transcript	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
ABCC4	ENSG00000125257	ENST00000474158	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ABCC4	ENSG00000125257	ENST00000536256	protein_coding	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
ABCC4	ENSG00000125257	ENST00000629385	protein_coding	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
ABCC4	ENSG00000125257	ENST00000642524	nonsense_mediated_decay	0	0	0	6	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
ABCC4	ENSG00000125257	ENST00000643051	nonsense_mediated_decay	0	1	0	9	3	0	0	0	0	0	0	0	0	1	0	6	0	0	0	1	0	0	0	0	0	0
ABCC4	ENSG00000125257	ENST00000643556	nonsense_mediated_decay	0	0	0	6	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
ABCC4	ENSG00000125257	ENST00000643816	retained_intron	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0
ABCC4	ENSG00000125257	ENST00000643842	nonsense_mediated_decay	0	1	0	12	6	0	0	0	0	0	0	0	0	1	0	6	0	0	0	1	0	0	0	0	0	0
ABCC4	ENSG00000125257	ENST00000644471	retained_intron	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
ABCC4	ENSG00000125257	ENST00000644880	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ABCC4	ENSG00000125257	ENST00000645237	protein_coding	0	7	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	6	0
ABCC4	ENSG00000125257	ENST00000645532	protein_coding	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
ABCC4	ENSG00000125257	ENST00000646439	protein_coding	0	7	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	6	0
ABCC6	ENSG00000091262	ENST00000205557	protein_coding	0	5	2	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	4	0
ABCC6	ENSG00000091262	ENST00000456970	nonsense_mediated_decay	0	1	0	6	0	0	0	0	0	0	0	0	0	2	0	5	0	0	0	1	0	0	0	0	0	0
ABCC6	ENSG00000091262	ENST00000574094	processed_transcript	0	1	0	6	0	0	0	0	0	0	0	2	0	1	0	4	0	0	0	1	0	0	0	0	0	0
ABCC6	ENSG00000091262	ENST00000576683	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ABCC6	ENSG00000091262	ENST00000577103	nonsense_mediated_decay	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC6	ENSG00000091262	ENST00000622290	protein_coding	0	5	1	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	4	0
ABCC8	ENSG00000006071	ENST00000302539	protein_coding	0	4	1	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	3	0
ABCC8	ENSG00000006071	ENST00000389817	protein_coding	0	4	1	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	3	0
ABCC8	ENSG00000006071	ENST00000525022	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ABCC8	ENSG00000006071	ENST00000526002	retained_intron	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ABCC8	ENSG00000006071	ENST00000526037	retained_intron	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ABCC8	ENSG00000006071	ENST00000526168	nonsense_mediated_decay	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ABCC8	ENSG00000006071	ENST00000527905	nonsense_mediated_decay	0	1	0	6	2	0	0	0	0	0	0	0	0	1	0	4	0	0	0	1	0	0	0	0	0	0
ABCC8	ENSG00000006071	ENST00000528202	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ABCC8	ENSG00000006071	ENST00000528374	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
ABCC8	ENSG00000006071	ENST00000531137	retained_intron	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ABCC8	ENSG00000006071	ENST00000531642	nonsense_mediated_decay	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ABCC8	ENSG00000006071	ENST00000531891	nonsense_mediated_decay	0	0	0	3	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ABCC8	ENSG00000006071	ENST00000531911	retained_intron	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1
ABCC8	ENSG00000006071	ENST00000532220	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ABCC8	ENSG00000006071	ENST00000532728	nonsense_mediated_decay	0	0	0	3	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0
ABCC8	ENSG00000006071	ENST00000612903	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ABCC8	ENSG00000006071	ENST00000635881	retained_intron	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ABCC8	ENSG00000006071	ENST00000642271	protein_coding	0	4	1	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	3	0
ABCC8	ENSG00000006071	ENST00000642579	protein_coding	0	2	1	2	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	1	1
ABCC8	ENSG00000006071	ENST00000642611	retained_intron	0	1	0	5	0	0	0	0	0	0	0	1	0	1	0	4	0	0	0	1	0	0	0	0	0	0
ABCC8	ENSG00000006071	ENST00000642902	nonsense_mediated_decay	0	1	0	7	2	0	0	0	0	0	0	1	0	2	0	3	0	0	0	1	0	0	0	0	0	0
ABCC8	ENSG00000006071	ENST00000643260	protein_coding	0	4	1	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	3	0
ABCC8	ENSG00000006071	ENST00000643562	nonsense_mediated_decay	0	1	0	7	2	0	0	0	0	0	0	1	0	1	0	4	0	0	0	1	0	0	0	0	0	0
ABCC8	ENSG00000006071	ENST00000643925	nonsense_mediated_decay	0	1	0	6	2	0	0	0	0	0	0	1	0	1	0	2	0	0	0	1	0	0	0	0	0	1
ABCC8	ENSG00000006071	ENST00000644057	retained_intron	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ABCC8	ENSG00000006071	ENST00000644447	nonsense_mediated_decay	0	1	0	4	1	0	0	0	0	0	0	1	0	1	0	2	0	0	0	1	0	0	0	0	0	0
ABCC8	ENSG00000006071	ENST00000644472	nonsense_mediated_decay	0	1	0	3	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0
ABCC8	ENSG00000006071	ENST00000644484	nonsense_mediated_decay	0	1	0	7	2	0	0	0	0	0	0	1	0	2	0	3	0	0	0	1	0	0	0	0	0	0
ABCC8	ENSG00000006071	ENST00000644542	nonsense_mediated_decay	0	1	0	3	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0
ABCC8	ENSG00000006071	ENST00000644649	protein_coding	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ABCC8	ENSG00000006071	ENST00000644675	nonsense_mediated_decay	0	1	0	7	2	0	0	0	0	0	0	1	0	1	0	4	0	0	0	1	0	0	0	0	0	0
ABCC8	ENSG00000006071	ENST00000644757	nonsense_mediated_decay	0	1	0	7	2	0	0	0	0	0	0	1	0	2	0	3	0	0	0	1	0	0	0	0	0	0
ABCC8	ENSG00000006071	ENST00000644772	protein_coding	0	4	1	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	3	0
ABCC8	ENSG00000006071	ENST00000645004	retained_intron	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ABCC8	ENSG00000006071	ENST00000645076	nonsense_mediated_decay	0	1	0	6	2	0	0	0	0	0	0	1	0	1	0	3	0	0	0	1	0	0	0	0	0	0
ABCC8	ENSG00000006071	ENST00000645417	nonsense_mediated_decay	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ABCC8	ENSG00000006071	ENST00000645744	nonsense_mediated_decay	0	1	0	7	3	0	0	0	0	0	0	0	0	1	0	4	0	0	0	1	0	0	0	0	0	0
ABCC8	ENSG00000006071	ENST00000645760	nonsense_mediated_decay	0	1	0	8	3	0	0	0	0	0	0	1	0	1	0	4	0	0	0	1	0	0	0	0	0	0
ABCC8	ENSG00000006071	ENST00000645884	nonsense_mediated_decay	0	1	0	7	2	0	0	0	0	0	0	1	0	1	0	4	0	0	0	1	0	0	0	0	0	0
ABCC8	ENSG00000006071	ENST00000646003	nonsense_mediated_decay	0	1	0	7	2	0	0	0	0	0	0	1	0	2	0	3	0	0	0	1	0	0	0	0	0	0
ABCC8	ENSG00000006071	ENST00000646207	nonsense_mediated_decay	0	1	0	8	3	0	0	0	0	0	0	1	0	1	0	4	0	0	0	1	0	0	0	0	0	0
ABCC8	ENSG00000006071	ENST00000646276	nonsense_mediated_decay	0	1	0	6	2	0	0	0	0	0	0	0	0	2	0	3	0	0	0	1	0	0	0	0	0	0
ABCC8	ENSG00000006071	ENST00000646592	nonsense_mediated_decay	0	1	0	6	2	0	0	0	0	0	0	1	0	2	0	2	0	0	0	1	0	0	0	0	0	0
ABCC8	ENSG00000006071	ENST00000646737	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ABCC8	ENSG00000006071	ENST00000646902	protein_coding	0	4	1	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	3	0
ABCC8	ENSG00000006071	ENST00000646993	nonsense_mediated_decay	0	1	0	8	3	0	0	0	0	0	0	1	0	1	0	4	0	0	0	1	0	0	0	0	0	0
ABCC8	ENSG00000006071	ENST00000647013	nonsense_mediated_decay	0	1	0	7	3	0	0	0	0	0	0	0	0	1	0	4	0	0	0	1	0	0	0	0	0	0
ABCC8	ENSG00000006071	ENST00000647015	protein_coding	0	3	1	2	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	1	0	0	0	0	2	0
ABCC8	ENSG00000006071	ENST00000647086	nonsense_mediated_decay	0	1	0	6	1	0	0	0	0	0	0	1	0	2	0	3	0	0	0	1	0	0	0	0	0	0
ABCC8	ENSG00000006071	ENST00000647158	nonsense_mediated_decay	0	1	0	6	2	0	0	0	0	0	0	0	0	2	0	3	0	0	0	1	0	0	0	0	0	0
ABCC9	ENSG00000069431	ENST00000261200	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
ABCC9	ENSG00000069431	ENST00000261201	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
ABCC9	ENSG00000069431	ENST00000544039	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1
ABCD3	ENSG00000117528	ENST00000315713	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ABCD3	ENSG00000117528	ENST00000370214	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ABCD3	ENSG00000117528	ENST00000468860	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ABCD3	ENSG00000117528	ENST00000647998	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ABCG5	ENSG00000138075	ENST00000405322	protein_coding	0	0	2	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1
ABCG5	ENSG00000138075	ENST00000409962	retained_intron	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
ABCG5	ENSG00000138075	ENST00000486512	retained_intron	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
ABCG5	ENSG00000138075	ENST00000644754	retained_intron	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
ABCG8	ENSG00000143921	ENST00000272286	protein_coding	0	4	3	1	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	3	0	0	0	0	1	1
ABCG8	ENSG00000143921	ENST00000643284	retained_intron	0	1	0	4	0	0	0	0	0	0	0	1	0	3	0	1	0	0	0	1	0	0	0	0	0	0
ABCG8	ENSG00000143921	ENST00000644611	protein_coding	0	2	1	5	0	0	0	0	0	0	0	3	0	3	1	0	0	0	0	1	0	0	0	0	1	0
ABHD1	ENSG00000143994	ENST00000316470	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ABHD1	ENSG00000143994	ENST00000416071	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABHD1	ENSG00000143994	ENST00000420647	nonsense_mediated_decay	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ABHD1	ENSG00000143994	ENST00000448950	nonsense_mediated_decay	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ABHD1	ENSG00000143994	ENST00000489120	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ABHD1	ENSG00000143994	ENST00000496739	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ABHD1	ENSG00000143994	ENST00000621324	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABHD1	ENSG00000143994	ENST00000622011	retained_intron	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABHD12	ENSG00000100997	ENST00000339157	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ABHD12	ENSG00000100997	ENST00000376542	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ABHD12	ENSG00000100997	ENST00000450393	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABHD12	ENSG00000100997	ENST00000465694	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ABHD12	ENSG00000100997	ENST00000471287	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABHD12	ENSG00000100997	ENST00000481556	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ABHD12	ENSG00000100997	ENST00000491682	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
